time,tok,code,aligned,homed,ms,U_before,U_after,U_res,U_idx,U_err,R_before,R_after,R_res,R_idx,R_err,F_before,F_after,F_res,F_idx,F_err,D_before,D_after,D_res,D_idx,D_err,L_before,L_after,L_res,L_idx,L_err,B_before,B_after,B_res,B_idx,B_err
1787464474.122,U',0,1,-,119.0,3135,61,-2,3,-3,1091,1090,-1,0,-1,674,673,-1,3,-8,3501,3501,0,2,-2,1249,1250,1,0,-1,1233,1233,0,0,-19
1787464474.260,U,0,1,-,119.0,63,3131,-4,2,-1,1091,1090,-1,0,-1,674,673,-1,3,-8,3501,3501,0,2,-2,1250,1250,0,0,-1,1233,1233,0,0,-19
1787464474.397,U,0,1,-,119.0,3135,2119,8,1,-3,1091,1090,-1,0,-1,674,673,-1,3,-8,3501,3501,0,2,-2,1249,1250,1,0,-1,1233,1233,0,0,-19
1787464474.535,U',0,1,-,119.0,2123,3132,-15,2,0,1091,1090,-1,0,-1,674,674,0,3,-7,3501,3501,0,2,-2,1249,1250,1,0,-1,1233,1233,0,0,-19
1787464474.671,U',0,1,-,119.0,3134,61,-1,3,-3,1091,1090,-1,0,-1,674,673,-1,3,-8,3501,3501,0,2,-2,1250,1250,0,0,-1,1233,1234,1,0,-18
1787464474.810,U,0,1,-,119.0,63,3131,-4,2,-1,1091,1090,-1,0,-1,674,674,0,3,-7,3501,3501,0,2,-2,1249,1249,0,0,-2,1234,1233,-1,0,-19
1787464474.946,U,0,1,-,119.0,3135,2119,8,1,-3,1091,1090,-1,0,-1,674,673,-1,3,-8,3501,3501,0,2,-2,1249,1250,1,0,-1,1234,1233,-1,0,-19
1787464475.086,U',0,1,-,119.0,2123,3132,-15,2,0,1091,1090,-1,0,-1,674,674,0,3,-7,3501,3501,0,2,-2,1249,1250,1,0,-1,1233,1233,0,0,-19
1787464475.222,U',0,1,-,119.0,3135,61,-2,3,-3,1091,1090,-1,0,-1,674,674,0,3,-7,3501,3501,0,2,-2,1249,1250,1,0,-1,1233,1233,0,0,-19
1787464475.359,U,0,1,-,119.0,63,3131,-4,2,-1,1091,1090,-1,0,-1,674,673,-1,3,-8,3501,3501,0,2,-2,1249,1250,1,0,-1,1233,1233,0,0,-19
1787464475.496,U,0,1,-,119.0,3136,2118,6,1,-4,1091,1090,-1,0,-1,674,674,0,3,-7,3501,3501,0,2,-2,1249,1250,1,0,-1,1234,1234,0,0,-18
1787464475.634,U',0,1,-,119.0,2123,3132,-15,2,0,1091,1090,-1,0,-1,674,674,0,3,-7,3501,3501,0,2,-2,1249,1250,1,0,-1,1233,1234,1,0,-18
1787464475.773,U',0,1,-,119.0,3134,61,-1,3,-3,1091,1090,-1,0,-1,674,674,0,3,-7,3501,3501,0,2,-2,1250,1250,0,0,-1,1233,1233,0,0,-19
1787464475.909,U,0,1,-,119.0,63,3131,-4,2,-1,1091,1090,-1,0,-1,674,673,-1,3,-8,3501,3501,0,2,-2,1249,1250,1,0,-1,1233,1233,0,0,-19
1787464476.046,U,0,1,-,119.0,3135,2119,8,1,-3,1091,1091,0,0,0,674,673,-1,3,-8,3501,3501,0,2,-2,1250,1250,0,0,-1,1234,1233,-1,0,-19
1787464476.184,U',0,1,-,119.0,2123,3132,-15,2,0,1091,1090,-1,0,-1,674,674,0,3,-7,3501,3501,0,2,-2,1249,1250,1,0,-1,1233,1233,0,0,-19
1787464476.322,U',0,1,-,119.0,3135,61,-2,3,-3,1091,1090,-1,0,-1,674,674,0,3,-7,3501,3501,0,2,-2,1249,1250,1,0,-1,1233,1233,0,0,-19
1787464476.461,U,0,1,-,119.0,63,3131,-4,2,-1,1091,1091,0,0,0,674,673,-1,3,-8,3501,3501,0,2,-2,1250,1250,0,0,-1,1233,1233,0,0,-19
1787464476.597,U,0,1,-,119.0,3135,2119,8,1,-3,1091,1090,-1,0,-1,674,674,0,3,-7,3501,3501,0,2,-2,1249,1250,1,0,-1,1233,1233,0,0,-19
1787464476.734,U',0,1,-,119.0,2123,3132,-15,2,0,1091,1090,-1,0,-1,674,673,-1,3,-8,3501,3501,0,2,-2,1249,1250,1,0,-1,1233,1234,1,0,-18
1787464476.871,U',0,1,-,119.0,3134,61,-1,3,-3,1091,1090,-1,0,-1,674,673,-1,3,-8,3501,3501,0,2,-2,1249,1250,1,0,-1,1233,1233,0,0,-19
1787464477.009,U,0,1,-,119.0,63,3131,-4,2,-1,1091,1090,-1,0,-1,674,673,-1,3,-8,3501,3501,0,2,-2,1249,1250,1,0,-1,1233,1233,0,0,-19
1787464477.146,U,0,1,-,119.0,3135,2119,8,1,-3,1091,1090,-1,0,-1,674,674,0,3,-7,3501,3501,0,2,-2,1250,1250,0,0,-1,1233,1233,0,0,-19
1787464477.284,U',0,1,-,119.0,2123,3132,-15,2,0,1091,1090,-1,0,-1,674,673,-1,3,-8,3501,3501,0,2,-2,1250,1250,0,0,-1,1233,1233,0,0,-19
1787464477.422,U',0,1,-,119.0,3134,61,-1,3,-3,1091,1090,-1,0,-1,674,673,-1,3,-8,3501,3501,0,2,-2,1249,1250,1,0,-1,1233,1234,1,0,-18
1787464477.559,U,0,1,-,119.0,63,3131,-4,2,-1,1091,1091,0,0,0,674,673,-1,3,-8,3501,3501,0,2,-2,1250,1250,0,0,-1,1233,1234,1,0,-18
1787464477.697,U,0,1,-,119.0,3135,2119,8,1,-3,1091,1090,-1,0,-1,674,673,-1,3,-8,3501,3501,0,2,-2,1249,1250,1,0,-1,1233,1233,0,0,-19
1787464477.834,U',0,1,-,119.0,2123,3132,-15,2,0,1091,1090,-1,0,-1,674,674,0,3,-7,3501,3501,0,2,-2,1250,1250,0,0,-1,1234,1233,-1,0,-19
1787464477.971,U',0,1,-,119.0,3134,61,-1,3,-3,1091,1090,-1,0,-1,674,673,-1,3,-8,3501,3501,0,2,-2,1250,1250,0,0,-1,1233,1233,0,0,-19
1787464478.109,U,0,1,-,119.0,63,3131,-4,2,-1,1091,1090,-1,0,-1,674,674,0,3,-7,3501,3501,0,2,-2,1249,1250,1,0,-1,1233,1234,1,0,-18
1787464478.248,U,0,1,-,119.0,3135,2118,7,1,-4,1091,1090,-1,0,-1,674,673,-1,3,-8,3501,3501,0,2,-2,1250,1250,0,0,-1,1233,1233,0,0,-19
1787464478.384,U',0,1,-,119.0,2123,3132,-15,2,0,1091,1090,-1,0,-1,674,674,0,3,-7,3501,3501,0,2,-2,1249,1250,1,0,-1,1233,1233,0,0,-19
1787464478.521,U',0,1,-,119.0,3135,61,-2,3,-3,1091,1090,-1,0,-1,674,674,0,3,-7,3501,3501,0,2,-2,1250,1250,0,0,-1,1233,1233,0,0,-19
1787464478.659,U,0,1,-,119.0,63,3131,-4,2,-1,1091,1090,-1,0,-1,674,673,-1,3,-8,3501,3501,0,2,-2,1249,1250,1,0,-1,1233,1234,1,0,-18
1787464478.796,U,0,1,-,119.0,3135,2119,8,1,-3,1091,1090,-1,0,-1,674,674,0,3,-7,3501,3501,0,2,-2,1250,1250,0,0,-1,1233,1234,1,0,-18
1787464478.936,U',0,1,-,119.0,2123,3132,-15,2,0,1091,1090,-1,0,-1,674,674,0,3,-7,3501,3501,0,2,-2,1249,1250,1,0,-1,1233,1233,0,0,-19
